MANHATTAN,BRONX,BROOKLYN,QUEENS,STATEN_ISLAND,PERCENT_WHITE,MEDIAN_INCOME,POPULATION_DENSITY,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,LAND_SQUARE_FEET,SALE_PRICE,SERVICES_COUNT,COOP,CONDO,FAMILY_DWELLING,ELEVATOR
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3400,520000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4500,815000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4150,680000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1332,400000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1036,510000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,9355,665000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2052,620000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2619,680000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2266,500000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4500,755000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,6150,770000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2220,520000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2242,580000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2750,549000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2772,635000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,535000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2816,673000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2816,639000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4034,850000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,880,408000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1314,460000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4337,755000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,780000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,740000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2678,727500,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2800,699000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1980,539000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1500,515000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2625,725000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2520,436020,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2625,698888,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2520,499999,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2625,499980,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3230,699900,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4000,610000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1189,440000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,6000,865000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2370,550000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2328,634000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2328,562000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1740,445000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1160,415000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1160,462000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1160,396000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2256,419000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2675,635000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2450,700000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2601,650000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,8415,2975000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2200,640000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2600,690000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2580,765500,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2523,759000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2552,683888,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2300,642888,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2610,640000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2580,595000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,750000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2354,505986,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,725000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2280,590000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2280,605000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2280,625000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2808,555000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3990,748000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4000,789000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,5700,615000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2470,10,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2442,705000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2583,730000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2400,750000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2400,729000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2800,600000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2880,650000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2600,530000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,649000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,705000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2200,520000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2200,579000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2614,712774,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2702,712774,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2702,699999,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2702,712774,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,36300,1270000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2652,600000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3000,675000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,7846,975000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1800,615000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3472,620000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3800,670000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,775000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,751000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,790000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,960,400000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,970,450000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1260,448000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1260,438000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1260,430000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,600,425000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,640,418000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2974,300000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1654,620000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1139,475000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1364,499000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1365,429000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1368,445000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1666,455000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3689,545000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1666,536000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1520,504888,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1424,493000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1800,700000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1680,649000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1680,630000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3000,670000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3555,725000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3456,820000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4500,804000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4000,730000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4300,820000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4550,798000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4400,759000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4386,840000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2024,29000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4400,780000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5864,765000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4560,216324,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4360,920000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2900,745000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4797,845000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3713,670000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4652,885000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4100,818200,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4840,930000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4000,899000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3750,520000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3690,745000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3270,710000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2475,768000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2475,787950,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,6480,999800,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,6480,400000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3288,780000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3288,690000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5560,1180000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4096,805000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5280,900000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4000,950000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4050,840000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3675,780000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4400,965000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,52960,2975000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2500,759000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2500,710000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2400,690000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5000,989500,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,841000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4900,400000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4180,895000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4180,955000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,880000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3990,750000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2200,643000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,450000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,495000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,700000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4140,775000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4260,840000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5280,1080000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,760000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2496,766000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3563,735000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,655000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3100,838000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,860000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,150000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,700000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2600,696000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4512,940000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,875000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4900,880000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,850000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,850000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4500,863000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4410,820000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4410,860000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,850000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,880000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4000,920000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4500,995000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,850000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4472,760000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4472,1026000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,7749,999000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5487,955000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4100,1,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,5560,925000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,890000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,890000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4200,930000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,1.0,5550,1289000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4400,940000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4100,528000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4000,775000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,4000,790000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,1880,10,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2001,560000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,2059,750000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,3.0,0.0,3124,820000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,3.0,0.0,6552,406250,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,4940,550000,0.0,0,0,0,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,4940,740000,0.0,0,0,0,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,60700,14100000,0.0,0,0,0,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,569556,9110000,0.0,0,0,0,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,6596,2975000,0.0,0,0,0,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,14870,1700000,0.0,0,0,0,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,1.0,5850,860000,3.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4000,568000,3.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2694,690000,3.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,2.0,0.0,3425,675000,3.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1512,525000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1512,490000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4401,1,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,4401,390000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2170,517000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2170,520000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3928,625000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1898,550000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1917,575000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3168,586000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2496,490000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1625,499999,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1148,495000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1050,480000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1850,430000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1302,445000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1890,552000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,750,430000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1696,480000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,1265,460000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,5000,830000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,7500,628888,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,7500,720000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,7955,515000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3320,658000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2453,595000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2200,520000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,12500,720000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,507500,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2835,728049,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2699,712674,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2897,707684,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2852,712674,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,2500,650000,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,3287,167310,0.0,0,0,1,0
0,0,0,0,1,75.88936966436674,90306.0,6235.0,1.0,0.0,6591,525000,0.0,0,0,1,0
