MANHATTAN,BRONX,BROOKLYN,QUEENS,STATEN_ISLAND,PERCENT_WHITE,MEDIAN_INCOME,POPULATION_DENSITY,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,LAND_SQUARE_FEET,SALE_PRICE,SERVICES_COUNT,COOP,CONDO,FAMILY_DWELLING,ELEVATOR
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2150,950000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,1850,305000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,1600,1180000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,4000,1650000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,1517,998000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,3000,1850000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,7100,2810000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,3000,1450000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,3000,1447000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,5000,2500000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2400,1015000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2000,975000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,4000,1900000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2700,994000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2700,858000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2400,800000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,2000,10,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,0.0,1800,1120000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2021,1450000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1180000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2500,1538000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2500,1320000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,1750000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1315000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,1480000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,1.0,2000,1320000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1967,1310000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1200000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2450,1533000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1140000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2525,1606000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2500,1625000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2850,1440000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2450,1398000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2450,1475000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2667,1530000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2263,1300000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2333,1320000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2333,1340000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,1290000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2500,1660000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2500,1685000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2010,1200000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2500,1260000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2650,1380000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1250000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1808,860000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1300000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2300,1380000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,343507,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1350000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1415000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,860000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,1400000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1430000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1290000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,400000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,780000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,800000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1150000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2800,1710000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,1.0,2000,1650000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,1300000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1860,1120000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,1.0,2000,1800000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,1.0,2000,2000000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,6000,1650000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2667,1550000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1250000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2667,1090000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2200,995000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3200,1470000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1517,1050000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1940,1500000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3000,1337500,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1258000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2450,1410000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,4000,1580000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2667,1639900,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,1.0,1541,1020000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,8000,2300000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,3200,1170000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2200,900000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,918000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1800,1120000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2000,1160000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,2083,1280000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,4200,1275000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,0.0,1800,10,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2000,1245000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2450,1550000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,1820,1407000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2667,1150000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2333,1680000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2517,1650000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2517,1598000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2950,1720000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,3000,1950000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2000,990000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2000,1760000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2200,1475000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2000,1620000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2667,1100000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2450,1475000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,2450,1450000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,3.0,0.0,3200,1290000,0.0,0,0,1,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,6.0,0.0,4000,2350000,0.0,0,0,0,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,4.0,0.0,2575,1600000,0.0,0,0,0,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,4.0,0.0,2255,1650000,0.0,0,0,0,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,2.0,2.0,4000,2200000,0.0,0,0,0,0
0,0,1,0,0,68.13678568009955,76278.0,28428.0,1.0,1.0,1600,965000,0.0,0,0,0,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,3.0,1.0,1920,1250000,0.0,1,0,0,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1440,683000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3200,770000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,658000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,520000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1728,593000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1818,525000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,560000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1530,275000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1530,779000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1440,385000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,540000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,560000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1775,500000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,749200,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,717000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,600000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,780998,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,650000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,625000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,180000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,490000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,574000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3600,630000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,450000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,770000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,450000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,670000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,550000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,450000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,608000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,354464,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3600,725000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,420000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,590000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,675000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,725000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,750000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1700,285000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1700,365000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1700,660000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3500,490000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,655000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,660000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,675000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,540000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,325000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,650000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,615000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1680,437000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,650000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,650000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,450000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,435000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,7200,850000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,743000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,423500,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3600,740000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,640000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,10,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,435000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,542000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2700,490000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,575000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,408642,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,640000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1433,580000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1433,552000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1440,638000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1440,575000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,280000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,425000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,518000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,500000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1800,510000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1733,620000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1470,512500,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,625000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,475000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,530000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,669000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2678,535000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,680000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,570000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,900000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,550000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,628000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,80000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,610000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,600000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,600000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,630000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3570,825000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1470,470000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1501,757500,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1501,500000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,583800,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,485000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1785,550000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,2080,735000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,2025,800000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,1992,770000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,1800,686000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,1800,675000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,1700,599999,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,3570,300000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,3600,720000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,1785,715000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,6478,900000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,2.0,0.0,2013,620000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,1.0,1050,330000,0.0,0,0,0,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,1.0,1050,375000,0.0,0,0,0,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,1486,725000,0.0,0,0,0,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,4.0,0.0,1920,1325000,7.0,0,0,0,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,8000,1820000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3400,1300000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2750,1150000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,4000,1950000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,10000,2400000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2000,1100000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,5000,1550000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,5000,1680000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,5000,10,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,5000,1665000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,4000,2500000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,4000,1600500,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3600,1600000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3600,2600000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,6000,950000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,4000,1350000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2667,1450000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2000,10,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2000,825000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2000,925000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3000,1210000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3000,1100000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2100,955000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3600,1270000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3000,975000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,3000,1225000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2500,1150000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2500,1150000,0.0,0,0,1,0
0,0,1,0,0,71.26521532655153,66332.0,36934.0,1.0,0.0,2200,877000,0.0,0,0,1,0
